,GRTS.Cell.ID,Quadrant,Night,LACI,LANO,MYCA,MYEV,MYLU,MYVO,MYYU,Year,Lat,Long,sset,srise,mrise,mset,GRTS_ID,Name,SiteName,Elevation,Habitat.Type,Feature.Sampled,Distance.to.Clutter..m.,Percent.Clutter,Water.Nearby,WaterDist,WaterType,Region,nightlen,observationtime,mtime,mtime2h,Nightly.Mean.Temp,Nightly.Min.Temp,Nightly.Max.Temp,Nightly.Mean.RH,Nightly.Min.RH,Nightly.Max.RH,Nightly.Precipitation,Nightly.Mean.Windsp,ddclim,WeatherSource,strm_dist,lake_dist,harv_dist,harv_year,road_dist,rnum,jNight,jNightM15,Habitat2,TLength,SpeciesGroup,SpeciesFullPool,SpeciesSingleton,SpeciesPartPool,Site_key
247,5006,Transects,2020-06-25,0,0,0,1,3,2,0,2020,56.59215,-132.7485,2020-06-25 21:46,2020-06-26 04:01,,2020-06-26T00:40:43,5006,Petersburg,,,,,,,,,,Alaska,0.260844907,0.302511574,0.121203704,0.03787037,10.8,10.6,11.1,86.71428571,83,92,1,4.111111111,87.66385139,Meteostat,,,,,,564,177,42,,49.30189896,MYLU,3,3,3,5006
305,5006,Transects,2020-06-25,0,0,0,1,3,2,0,2020,56.59215,-132.7485,2020-06-25 21:46,2020-06-26 04:01,,2020-06-26T00:40:43,5006,Petersburg,,,,,,,,,,Alaska,0.260844907,0.302511574,0.121203704,0.03787037,10.8,10.6,11.1,86.71428571,83,92,1,4.111111111,87.66385139,Meteostat,,,,,,564,177,42,,49.30189896,MYVO,2,2,2,5006
363,5006,Transects,2020-06-25,0,0,0,1,3,2,0,2020,56.59215,-132.7485,2020-06-25 21:46,2020-06-26 04:01,,2020-06-26T00:40:43,5006,Petersburg,,,,,,,,,,Alaska,0.260844907,0.302511574,0.121203704,0.03787037,10.8,10.6,11.1,86.71428571,83,92,1,4.111111111,87.66385139,Meteostat,,,,,,564,177,42,,49.30189896,MYYU,0,0,0,5006
39,34338,Transects,2020-06-27,0,0,0,0,1,0,0,2020,59.46394,-139.59129,2020-06-27 22:39,2020-06-28 04:04,,2020-06-28T01:37:55,34338,Yakutat,,,,,,,,,,Alaska,0.225625,0.267291667,0.12400463,0.040671296,8.25,6.7,10.6,96.33333333,92,100,0,0.5,66.00693437,Meteostat,,,,,,1765,179,44,,25.78700066,LACI,0,0,0,34338
97,34338,Transects,2020-06-27,0,0,0,0,1,0,0,2020,59.46394,-139.59129,2020-06-27 22:39,2020-06-28 04:04,,2020-06-28T01:37:55,34338,Yakutat,,,,,,,,,,Alaska,0.225625,0.267291667,0.12400463,0.040671296,8.25,6.7,10.6,96.33333333,92,100,0,0.5,66.00693437,Meteostat,,,,,,1765,179,44,,25.78700066,LANO,0,0,0,34338
155,34338,Transects,2020-06-27,0,0,0,0,1,0,0,2020,59.46394,-139.59129,2020-06-27 22:39,2020-06-28 04:04,,2020-06-28T01:37:55,34338,Yakutat,,,,,,,,,,Alaska,0.225625,0.267291667,0.12400463,0.040671296,8.25,6.7,10.6,96.33333333,92,100,0,0.5,66.00693437,Meteostat,,,,,,1765,179,44,,25.78700066,MYCA,0,0,0,34338
213,34338,Transects,2020-06-27,0,0,0,0,1,0,0,2020,59.46394,-139.59129,2020-06-27 22:39,2020-06-28 04:04,,2020-06-28T01:37:55,34338,Yakutat,,,,,,,,,,Alaska,0.225625,0.267291667,0.12400463,0.040671296,8.25,6.7,10.6,96.33333333,92,100,0,0.5,66.00693437,Meteostat,,,,,,1765,179,44,,25.78700066,MYEV,0,0,0,34338
271,34338,Transects,2020-06-27,0,0,0,0,1,0,0,2020,59.46394,-139.59129,2020-06-27 22:39,2020-06-28 04:04,,2020-06-28T01:37:55,34338,Yakutat,,,,,,,,,,Alaska,0.225625,0.267291667,0.12400463,0.040671296,8.25,6.7,10.6,96.33333333,92,100,0,0.5,66.00693437,Meteostat,,,,,,1765,179,44,,25.78700066,MYLU,1,1,1,34338
329,34338,Transects,2020-06-27,0,0,0,0,1,0,0,2020,59.46394,-139.59129,2020-06-27 22:39,2020-06-28 04:04,,2020-06-28T01:37:55,34338,Yakutat,,,,,,,,,,Alaska,0.225625,0.267291667,0.12400463,0.040671296,8.25,6.7,10.6,96.33333333,92,100,0,0.5,66.00693437,Meteostat,,,,,,1765,179,44,,25.78700066,MYVO,0,0,0,34338
387,34338,Transects,2020-06-27,0,0,0,0,1,0,0,2020,59.46394,-139.59129,2020-06-27 22:39,2020-06-28 04:04,,2020-06-28T01:37:55,34338,Yakutat,,,,,,,,,,Alaska,0.225625,0.267291667,0.12400463,0.040671296,8.25,6.7,10.6,96.33333333,92,100,0,0.5,66.00693437,Meteostat,,,,,,1765,179,44,,25.78700066,MYYU,0,0,0,34338
5,206,Transects,2020-06-30,0,1,0,0,0,0,0,2020,55.87387,-133.21478,2020-06-30 21:40,2020-07-01 04:12,,2020-07-01T01:57:28,206,POW,,,,,,,,,,Alaska,0.272164352,0.313831019,0.178136574,0.094803241,10.74285714,10.6,11.1,88.14285714,86,89,0,2.650793651,110.319889,Meteostat,,,,,,252,182,47,,48.88809967,LACI,0,0,0,206
40,34338,Transects,2020-06-30,0,0,0,0,3,0,0,2020,59.46394,-139.59129,2020-06-30 22:37,2020-07-01 04:07,,2020-07-01T02:08:14,34338,Yakutat,,,,,,,,,,Alaska,0.228784722,0.270451389,0.146203704,0.06287037,9.65,6.7,11.7,96.33333333,93,100,0,0.25,71.16554787,Meteostat,,,,,,1766,182,47,,25.78700066,LACI,0,0,0,34338
63,206,Transects,2020-06-30,0,1,0,0,0,0,0,2020,55.87387,-133.21478,2020-06-30 21:40,2020-07-01 04:12,,2020-07-01T01:57:28,206,POW,,,,,,,,,,Alaska,0.272164352,0.313831019,0.178136574,0.094803241,10.74285714,10.6,11.1,88.14285714,86,89,0,2.650793651,110.319889,Meteostat,,,,,,252,182,47,,48.88809967,LANO,1,1,1,206
98,34338,Transects,2020-06-30,0,0,0,0,3,0,0,2020,59.46394,-139.59129,2020-06-30 22:37,2020-07-01 04:07,,2020-07-01T02:08:14,34338,Yakutat,,,,,,,,,,Alaska,0.228784722,0.270451389,0.146203704,0.06287037,9.65,6.7,11.7,96.33333333,93,100,0,0.25,71.16554787,Meteostat,,,,,,1766,182,47,,25.78700066,LANO,0,0,0,34338
121,206,Transects,2020-06-30,0,1,0,0,0,0,0,2020,55.87387,-133.21478,2020-06-30 21:40,2020-07-01 04:12,,2020-07-01T01:57:28,206,POW,,,,,,,,,,Alaska,0.272164352,0.313831019,0.178136574,0.094803241,10.74285714,10.6,11.1,88.14285714,86,89,0,2.650793651,110.319889,Meteostat,,,,,,252,182,47,,48.88809967,MYCA,0,0,0,206
156,34338,Transects,2020-06-30,0,0,0,0,3,0,0,2020,59.46394,-139.59129,2020-06-30 22:37,2020-07-01 04:07,,2020-07-01T02:08:14,34338,Yakutat,,,,,,,,,,Alaska,0.228784722,0.270451389,0.146203704,0.06287037,9.65,6.7,11.7,96.33333333,93,100,0,0.25,71.16554787,Meteostat,,,,,,1766,182,47,,25.78700066,MYCA,0,0,0,34338
179,206,Transects,2020-06-30,0,1,0,0,0,0,0,2020,55.87387,-133.21478,2020-06-30 21:40,2020-07-01 04:12,,2020-07-01T01:57:28,206,POW,,,,,,,,,,Alaska,0.272164352,0.313831019,0.178136574,0.094803241,10.74285714,10.6,11.1,88.14285714,86,89,0,2.650793651,110.319889,Meteostat,,,,,,252,182,47,,48.88809967,MYEV,0,0,0,206
214,34338,Transects,2020-06-30,0,0,0,0,3,0,0,2020,59.46394,-139.59129,2020-06-30 22:37,2020-07-01 04:07,,2020-07-01T02:08:14,34338,Yakutat,,,,,,,,,,Alaska,0.228784722,0.270451389,0.146203704,0.06287037,9.65,6.7,11.7,96.33333333,93,100,0,0.25,71.16554787,Meteostat,,,,,,1766,182,47,,25.78700066,MYEV,0,0,0,34338
237,206,Transects,2020-06-30,0,1,0,0,0,0,0,2020,55.87387,-133.21478,2020-06-30 21:40,2020-07-01 04:12,,2020-07-01T01:57:28,206,POW,,,,,,,,,,Alaska,0.272164352,0.313831019,0.178136574,0.094803241,10.74285714,10.6,11.1,88.14285714,86,89,0,2.650793651,110.319889,Meteostat,,,,,,252,182,47,,48.88809967,MYLU,0,0,0,206
272,34338,Transects,2020-06-30,0,0,0,0,3,0,0,2020,59.46394,-139.59129,2020-06-30 22:37,2020-07-01 04:07,,2020-07-01T02:08:14,34338,Yakutat,,,,,,,,,,Alaska,0.228784722,0.270451389,0.146203704,0.06287037,9.65,6.7,11.7,96.33333333,93,100,0,0.25,71.16554787,Meteostat,,,,,,1766,182,47,,25.78700066,MYLU,3,3,3,34338
295,206,Transects,2020-06-30,0,1,0,0,0,0,0,2020,55.87387,-133.21478,2020-06-30 21:40,2020-07-01 04:12,,2020-07-01T01:57:28,206,POW,,,,,,,,,,Alaska,0.272164352,0.313831019,0.178136574,0.094803241,10.74285714,10.6,11.1,88.14285714,86,89,0,2.650793651,110.319889,Meteostat,,,,,,252,182,47,,48.88809967,MYVO,0,0,0,206
330,34338,Transects,2020-06-30,0,0,0,0,3,0,0,2020,59.46394,-139.59129,2020-06-30 22:37,2020-07-01 04:07,,2020-07-01T02:08:14,34338,Yakutat,,,,,,,,,,Alaska,0.228784722,0.270451389,0.146203704,0.06287037,9.65,6.7,11.7,96.33333333,93,100,0,0.25,71.16554787,Meteostat,,,,,,1766,182,47,,25.78700066,MYVO,0,0,0,34338
353,206,Transects,2020-06-30,0,1,0,0,0,0,0,2020,55.87387,-133.21478,2020-06-30 21:40,2020-07-01 04:12,,2020-07-01T01:57:28,206,POW,,,,,,,,,,Alaska,0.272164352,0.313831019,0.178136574,0.094803241,10.74285714,10.6,11.1,88.14285714,86,89,0,2.650793651,110.319889,Meteostat,,,,,,252,182,47,,48.88809967,MYYU,0,0,0,206
388,34338,Transects,2020-06-30,0,0,0,0,3,0,0,2020,59.46394,-139.59129,2020-06-30 22:37,2020-07-01 04:07,,2020-07-01T02:08:14,34338,Yakutat,,,,,,,,,,Alaska,0.228784722,0.270451389,0.146203704,0.06287037,9.65,6.7,11.7,96.33333333,93,100,0,0.25,71.16554787,Meteostat,,,,,,1766,182,47,,25.78700066,MYYU,0,0,0,34338
27,18318,Transects,2020-07-05,0,0,0,3,3,2,0,2020,56.2452,-132.09366,2020-07-05 21:36,2020-07-06 04:10,2020-07-05T22:31:39,,18318,Wrangell,,,,,,,,,,Alaska,0.2740625,0.315729167,0.235428241,0,12.77142857,12.2,14.4,90.57142857,78,97,0,0,148.7710777,Meteostat,,,,,,854,187,52,,38.09939957,LACI,0,0,0,18318
85,18318,Transects,2020-07-05,0,0,0,3,3,2,0,2020,56.2452,-132.09366,2020-07-05 21:36,2020-07-06 04:10,2020-07-05T22:31:39,,18318,Wrangell,,,,,,,,,,Alaska,0.2740625,0.315729167,0.235428241,0,12.77142857,12.2,14.4,90.57142857,78,97,0,0,148.7710777,Meteostat,,,,,,854,187,52,,38.09939957,LANO,0,0,0,18318
143,18318,Transects,2020-07-05,0,0,0,3,3,2,0,2020,56.2452,-132.09366,2020-07-05 21:36,2020-07-06 04:10,2020-07-05T22:31:39,,18318,Wrangell,,,,,,,,,,Alaska,0.2740625,0.315729167,0.235428241,0,12.77142857,12.2,14.4,90.57142857,78,97,0,0,148.7710777,Meteostat,,,,,,854,187,52,,38.09939957,MYCA,0,0,0,18318
201,18318,Transects,2020-07-05,0,0,0,3,3,2,0,2020,56.2452,-132.09366,2020-07-05 21:36,2020-07-06 04:10,2020-07-05T22:31:39,,18318,Wrangell,,,,,,,,,,Alaska,0.2740625,0.315729167,0.235428241,0,12.77142857,12.2,14.4,90.57142857,78,97,0,0,148.7710777,Meteostat,,,,,,854,187,52,,38.09939957,MYEV,3,3,3,18318
259,18318,Transects,2020-07-05,0,0,0,3,3,2,0,2020,56.2452,-132.09366,2020-07-05 21:36,2020-07-06 04:10,2020-07-05T22:31:39,,18318,Wrangell,,,,,,,,,,Alaska,0.2740625,0.315729167,0.235428241,0,12.77142857,12.2,14.4,90.57142857,78,97,0,0,148.7710777,Meteostat,,,,,,854,187,52,,38.09939957,MYLU,3,3,3,18318
317,18318,Transects,2020-07-05,0,0,0,3,3,2,0,2020,56.2452,-132.09366,2020-07-05 21:36,2020-07-06 04:10,2020-07-05T22:31:39,,18318,Wrangell,,,,,,,,,,Alaska,0.2740625,0.315729167,0.235428241,0,12.77142857,12.2,14.4,90.57142857,78,97,0,0,148.7710777,Meteostat,,,,,,854,187,52,,38.09939957,MYVO,2,2,2,18318
375,18318,Transects,2020-07-05,0,0,0,3,3,2,0,2020,56.2452,-132.09366,2020-07-05 21:36,2020-07-06 04:10,2020-07-05T22:31:39,,18318,Wrangell,,,,,,,,,,Alaska,0.2740625,0.315729167,0.235428241,0,12.77142857,12.2,14.4,90.57142857,78,97,0,0,148.7710777,Meteostat,,,,,,854,187,52,,38.09939957,MYYU,0,0,0,18318
28,18318,Transects,2020-07-06,0,0,0,3,7,5,0,2020,56.2452,-132.09366,2020-07-06 21:35,2020-07-07 04:11,2020-07-06T23:04:25,,18318,Wrangell,,,,,,,,,,Alaska,0.275451389,0.317118056,0.213483796,0,13.24285714,12.2,14.4,87.57142857,81,93,0,0,152.3710777,Meteostat,,,,,,855,188,53,,38.09939957,LACI,0,0,0,18318
86,18318,Transects,2020-07-06,0,0,0,3,7,5,0,2020,56.2452,-132.09366,2020-07-06 21:35,2020-07-07 04:11,2020-07-06T23:04:25,,18318,Wrangell,,,,,,,,,,Alaska,0.275451389,0.317118056,0.213483796,0,13.24285714,12.2,14.4,87.57142857,81,93,0,0,152.3710777,Meteostat,,,,,,855,188,53,,38.09939957,LANO,0,0,0,18318
144,18318,Transects,2020-07-06,0,0,0,3,7,5,0,2020,56.2452,-132.09366,2020-07-06 21:35,2020-07-07 04:11,2020-07-06T23:04:25,,18318,Wrangell,,,,,,,,,,Alaska,0.275451389,0.317118056,0.213483796,0,13.24285714,12.2,14.4,87.57142857,81,93,0,0,152.3710777,Meteostat,,,,,,855,188,53,,38.09939957,MYCA,0,0,0,18318
202,18318,Transects,2020-07-06,0,0,0,3,7,5,0,2020,56.2452,-132.09366,2020-07-06 21:35,2020-07-07 04:11,2020-07-06T23:04:25,,18318,Wrangell,,,,,,,,,,Alaska,0.275451389,0.317118056,0.213483796,0,13.24285714,12.2,14.4,87.57142857,81,93,0,0,152.3710777,Meteostat,,,,,,855,188,53,,38.09939957,MYEV,3,3,3,18318
260,18318,Transects,2020-07-06,0,0,0,3,7,5,0,2020,56.2452,-132.09366,2020-07-06 21:35,2020-07-07 04:11,2020-07-06T23:04:25,,18318,Wrangell,,,,,,,,,,Alaska,0.275451389,0.317118056,0.213483796,0,13.24285714,12.2,14.4,87.57142857,81,93,0,0,152.3710777,Meteostat,,,,,,855,188,53,,38.09939957,MYLU,7,7,7,18318
318,18318,Transects,2020-07-06,0,0,0,3,7,5,0,2020,56.2452,-132.09366,2020-07-06 21:35,2020-07-07 04:11,2020-07-06T23:04:25,,18318,Wrangell,,,,,,,,,,Alaska,0.275451389,0.317118056,0.213483796,0,13.24285714,12.2,14.4,87.57142857,81,93,0,0,152.3710777,Meteostat,,,,,,855,188,53,,38.09939957,MYVO,5,5,5,18318
376,18318,Transects,2020-07-06,0,0,0,3,7,5,0,2020,56.2452,-132.09366,2020-07-06 21:35,2020-07-07 04:11,2020-07-06T23:04:25,,18318,Wrangell,,,,,,,,,,Alaska,0.275451389,0.317118056,0.213483796,0,13.24285714,12.2,14.4,87.57142857,81,93,0,0,152.3710777,Meteostat,,,,,,855,188,53,,38.09939957,MYYU,0,0,0,18318
6,206,Transects,2020-07-07,0,0,0,0,1,1,0,2020,55.87387,-133.21478,2020-07-07 21:36,2020-07-08 04:20,2020-07-07T23:30:20,,206,POW,,,,,,,,,,Alaska,0.280590278,0.322256944,0.201284722,0,12.54285714,12.2,12.8,89,87,93,,0.301587302,140.569889,Meteostat,,,,,,253,189,54,,48.88809967,LACI,0,0,0,206
64,206,Transects,2020-07-07,0,0,0,0,1,1,0,2020,55.87387,-133.21478,2020-07-07 21:36,2020-07-08 04:20,2020-07-07T23:30:20,,206,POW,,,,,,,,,,Alaska,0.280590278,0.322256944,0.201284722,0,12.54285714,12.2,12.8,89,87,93,,0.301587302,140.569889,Meteostat,,,,,,253,189,54,,48.88809967,LANO,0,0,0,206
122,206,Transects,2020-07-07,0,0,0,0,1,1,0,2020,55.87387,-133.21478,2020-07-07 21:36,2020-07-08 04:20,2020-07-07T23:30:20,,206,POW,,,,,,,,,,Alaska,0.280590278,0.322256944,0.201284722,0,12.54285714,12.2,12.8,89,87,93,,0.301587302,140.569889,Meteostat,,,,,,253,189,54,,48.88809967,MYCA,0,0,0,206
180,206,Transects,2020-07-07,0,0,0,0,1,1,0,2020,55.87387,-133.21478,2020-07-07 21:36,2020-07-08 04:20,2020-07-07T23:30:20,,206,POW,,,,,,,,,,Alaska,0.280590278,0.322256944,0.201284722,0,12.54285714,12.2,12.8,89,87,93,,0.301587302,140.569889,Meteostat,,,,,,253,189,54,,48.88809967,MYEV,0,0,0,206
238,206,Transects,2020-07-07,0,0,0,0,1,1,0,2020,55.87387,-133.21478,2020-07-07 21:36,2020-07-08 04:20,2020-07-07T23:30:20,,206,POW,,,,,,,,,,Alaska,0.280590278,0.322256944,0.201284722,0,12.54285714,12.2,12.8,89,87,93,,0.301587302,140.569889,Meteostat,,,,,,253,189,54,,48.88809967,MYLU,1,1,1,206
296,206,Transects,2020-07-07,0,0,0,0,1,1,0,2020,55.87387,-133.21478,2020-07-07 21:36,2020-07-08 04:20,2020-07-07T23:30:20,,206,POW,,,,,,,,,,Alaska,0.280590278,0.322256944,0.201284722,0,12.54285714,12.2,12.8,89,87,93,,0.301587302,140.569889,Meteostat,,,,,,253,189,54,,48.88809967,MYVO,1,1,1,206
354,206,Transects,2020-07-07,0,0,0,0,1,1,0,2020,55.87387,-133.21478,2020-07-07 21:36,2020-07-08 04:20,2020-07-07T23:30:20,,206,POW,,,,,,,,,,Alaska,0.280590278,0.322256944,0.201284722,0,12.54285714,12.2,12.8,89,87,93,,0.301587302,140.569889,Meteostat,,,,,,253,189,54,,48.88809967,MYYU,0,0,0,206
16,5006,Transects,2021-06-28,0,0,0,0,7,1,0,2021,56.59215,-132.7485,2021-06-28 21:45,2021-06-29 04:03,2021-06-29T00:33:02,,5006,Petersburg,,,,,,,,,,Alaska,0.262615741,0.304282407,0.146261574,0.033020833,17.4,15.6,20,64.85714286,54,86,0,1.261904762,110.5623724,Meteostat,,,,,,565,179,44,,49.30189896,LACI,0,0,0,5006
74,5006,Transects,2021-06-28,0,0,0,0,7,1,0,2021,56.59215,-132.7485,2021-06-28 21:45,2021-06-29 04:03,2021-06-29T00:33:02,,5006,Petersburg,,,,,,,,,,Alaska,0.262615741,0.304282407,0.146261574,0.033020833,17.4,15.6,20,64.85714286,54,86,0,1.261904762,110.5623724,Meteostat,,,,,,565,179,44,,49.30189896,LANO,0,0,0,5006
132,5006,Transects,2021-06-28,0,0,0,0,7,1,0,2021,56.59215,-132.7485,2021-06-28 21:45,2021-06-29 04:03,2021-06-29T00:33:02,,5006,Petersburg,,,,,,,,,,Alaska,0.262615741,0.304282407,0.146261574,0.033020833,17.4,15.6,20,64.85714286,54,86,0,1.261904762,110.5623724,Meteostat,,,,,,565,179,44,,49.30189896,MYCA,0,0,0,5006
190,5006,Transects,2021-06-28,0,0,0,0,7,1,0,2021,56.59215,-132.7485,2021-06-28 21:45,2021-06-29 04:03,2021-06-29T00:33:02,,5006,Petersburg,,,,,,,,,,Alaska,0.262615741,0.304282407,0.146261574,0.033020833,17.4,15.6,20,64.85714286,54,86,0,1.261904762,110.5623724,Meteostat,,,,,,565,179,44,,49.30189896,MYEV,0,0,0,5006
248,5006,Transects,2021-06-28,0,0,0,0,7,1,0,2021,56.59215,-132.7485,2021-06-28 21:45,2021-06-29 04:03,2021-06-29T00:33:02,,5006,Petersburg,,,,,,,,,,Alaska,0.262615741,0.304282407,0.146261574,0.033020833,17.4,15.6,20,64.85714286,54,86,0,1.261904762,110.5623724,Meteostat,,,,,,565,179,44,,49.30189896,MYLU,7,7,7,5006
306,5006,Transects,2021-06-28,0,0,0,0,7,1,0,2021,56.59215,-132.7485,2021-06-28 21:45,2021-06-29 04:03,2021-06-29T00:33:02,,5006,Petersburg,,,,,,,,,,Alaska,0.262615741,0.304282407,0.146261574,0.033020833,17.4,15.6,20,64.85714286,54,86,0,1.261904762,110.5623724,Meteostat,,,,,,565,179,44,,49.30189896,MYVO,1,1,1,5006
364,5006,Transects,2021-06-28,0,0,0,0,7,1,0,2021,56.59215,-132.7485,2021-06-28 21:45,2021-06-29 04:03,2021-06-29T00:33:02,,5006,Petersburg,,,,,,,,,,Alaska,0.262615741,0.304282407,0.146261574,0.033020833,17.4,15.6,20,64.85714286,54,86,0,1.261904762,110.5623724,Meteostat,,,,,,565,179,44,,49.30189896,MYYU,0,0,0,5006
17,5006,Transects,2021-06-29,0,0,0,0,9,1,0,2021,56.59215,-132.7485,2021-06-29 21:45,2021-06-30 04:04,2021-06-30T00:43:43,,5006,Petersburg,,,,,,,,,,Alaska,0.263425926,0.305092593,0.139386574,0.040706019,13.74285714,11.7,16.1,82.85714286,75,90,0,4.134920635,118.9123724,Meteostat,,,,,,566,180,45,,49.30189896,LACI,0,0,0,5006
75,5006,Transects,2021-06-29,0,0,0,0,9,1,0,2021,56.59215,-132.7485,2021-06-29 21:45,2021-06-30 04:04,2021-06-30T00:43:43,,5006,Petersburg,,,,,,,,,,Alaska,0.263425926,0.305092593,0.139386574,0.040706019,13.74285714,11.7,16.1,82.85714286,75,90,0,4.134920635,118.9123724,Meteostat,,,,,,566,180,45,,49.30189896,LANO,0,0,0,5006
133,5006,Transects,2021-06-29,0,0,0,0,9,1,0,2021,56.59215,-132.7485,2021-06-29 21:45,2021-06-30 04:04,2021-06-30T00:43:43,,5006,Petersburg,,,,,,,,,,Alaska,0.263425926,0.305092593,0.139386574,0.040706019,13.74285714,11.7,16.1,82.85714286,75,90,0,4.134920635,118.9123724,Meteostat,,,,,,566,180,45,,49.30189896,MYCA,0,0,0,5006
191,5006,Transects,2021-06-29,0,0,0,0,9,1,0,2021,56.59215,-132.7485,2021-06-29 21:45,2021-06-30 04:04,2021-06-30T00:43:43,,5006,Petersburg,,,,,,,,,,Alaska,0.263425926,0.305092593,0.139386574,0.040706019,13.74285714,11.7,16.1,82.85714286,75,90,0,4.134920635,118.9123724,Meteostat,,,,,,566,180,45,,49.30189896,MYEV,0,0,0,5006
249,5006,Transects,2021-06-29,0,0,0,0,9,1,0,2021,56.59215,-132.7485,2021-06-29 21:45,2021-06-30 04:04,2021-06-30T00:43:43,,5006,Petersburg,,,,,,,,,,Alaska,0.263425926,0.305092593,0.139386574,0.040706019,13.74285714,11.7,16.1,82.85714286,75,90,0,4.134920635,118.9123724,Meteostat,,,,,,566,180,45,,49.30189896,MYLU,9,9,9,5006
307,5006,Transects,2021-06-29,0,0,0,0,9,1,0,2021,56.59215,-132.7485,2021-06-29 21:45,2021-06-30 04:04,2021-06-30T00:43:43,,5006,Petersburg,,,,,,,,,,Alaska,0.263425926,0.305092593,0.139386574,0.040706019,13.74285714,11.7,16.1,82.85714286,75,90,0,4.134920635,118.9123724,Meteostat,,,,,,566,180,45,,49.30189896,MYVO,1,1,1,5006
365,5006,Transects,2021-06-29,0,0,0,0,9,1,0,2021,56.59215,-132.7485,2021-06-29 21:45,2021-06-30 04:04,2021-06-30T00:43:43,,5006,Petersburg,,,,,,,,,,Alaska,0.263425926,0.305092593,0.139386574,0.040706019,13.74285714,11.7,16.1,82.85714286,75,90,0,4.134920635,118.9123724,Meteostat,,,,,,566,180,45,,49.30189896,MYYU,0,0,0,5006
41,34338,Transects,2021-07-18,0,0,0,0,8,0,0,2021,59.46394,-139.59129,2021-07-18 22:14,2021-07-19 04:35,,2021-07-19T00:45:24,34338,Yakutat,,,,,,,,,,Alaska,0.264837963,0.30650463,0.104953704,0.02162037,11.825,11.7,12.2,97.375,90,100,0,1.388888889,96.00412037,Meteostat,,,,,,1767,199,64,,25.78700066,LACI,0,0,0,34338
99,34338,Transects,2021-07-18,0,0,0,0,8,0,0,2021,59.46394,-139.59129,2021-07-18 22:14,2021-07-19 04:35,,2021-07-19T00:45:24,34338,Yakutat,,,,,,,,,,Alaska,0.264837963,0.30650463,0.104953704,0.02162037,11.825,11.7,12.2,97.375,90,100,0,1.388888889,96.00412037,Meteostat,,,,,,1767,199,64,,25.78700066,LANO,0,0,0,34338
157,34338,Transects,2021-07-18,0,0,0,0,8,0,0,2021,59.46394,-139.59129,2021-07-18 22:14,2021-07-19 04:35,,2021-07-19T00:45:24,34338,Yakutat,,,,,,,,,,Alaska,0.264837963,0.30650463,0.104953704,0.02162037,11.825,11.7,12.2,97.375,90,100,0,1.388888889,96.00412037,Meteostat,,,,,,1767,199,64,,25.78700066,MYCA,0,0,0,34338
215,34338,Transects,2021-07-18,0,0,0,0,8,0,0,2021,59.46394,-139.59129,2021-07-18 22:14,2021-07-19 04:35,,2021-07-19T00:45:24,34338,Yakutat,,,,,,,,,,Alaska,0.264837963,0.30650463,0.104953704,0.02162037,11.825,11.7,12.2,97.375,90,100,0,1.388888889,96.00412037,Meteostat,,,,,,1767,199,64,,25.78700066,MYEV,0,0,0,34338
273,34338,Transects,2021-07-18,0,0,0,0,8,0,0,2021,59.46394,-139.59129,2021-07-18 22:14,2021-07-19 04:35,,2021-07-19T00:45:24,34338,Yakutat,,,,,,,,,,Alaska,0.264837963,0.30650463,0.104953704,0.02162037,11.825,11.7,12.2,97.375,90,100,0,1.388888889,96.00412037,Meteostat,,,,,,1767,199,64,,25.78700066,MYLU,8,8,8,34338
331,34338,Transects,2021-07-18,0,0,0,0,8,0,0,2021,59.46394,-139.59129,2021-07-18 22:14,2021-07-19 04:35,,2021-07-19T00:45:24,34338,Yakutat,,,,,,,,,,Alaska,0.264837963,0.30650463,0.104953704,0.02162037,11.825,11.7,12.2,97.375,90,100,0,1.388888889,96.00412037,Meteostat,,,,,,1767,199,64,,25.78700066,MYVO,0,0,0,34338
389,34338,Transects,2021-07-18,0,0,0,0,8,0,0,2021,59.46394,-139.59129,2021-07-18 22:14,2021-07-19 04:35,,2021-07-19T00:45:24,34338,Yakutat,,,,,,,,,,Alaska,0.264837963,0.30650463,0.104953704,0.02162037,11.825,11.7,12.2,97.375,90,100,0,1.388888889,96.00412037,Meteostat,,,,,,1767,199,64,,25.78700066,MYYU,0,0,0,34338
7,206,Transects,2021-07-29,0,0,0,0,8,1,0,2021,55.87387,-133.21478,2021-07-29 21:04,2021-07-30 04:54,2021-07-29T23:19:18,,206,POW,,,,,,,,,,Alaska,0.326481481,0.368148148,0.232893519,0.01025463,14.76666667,12.8,17.2,92.22222222,84,97,0,0.077160494,230.3520354,Meteostat,,,,,,254,210,75,,48.88809967,LACI,0,0,0,206
65,206,Transects,2021-07-29,0,0,0,0,8,1,0,2021,55.87387,-133.21478,2021-07-29 21:04,2021-07-30 04:54,2021-07-29T23:19:18,,206,POW,,,,,,,,,,Alaska,0.326481481,0.368148148,0.232893519,0.01025463,14.76666667,12.8,17.2,92.22222222,84,97,0,0.077160494,230.3520354,Meteostat,,,,,,254,210,75,,48.88809967,LANO,0,0,0,206
123,206,Transects,2021-07-29,0,0,0,0,8,1,0,2021,55.87387,-133.21478,2021-07-29 21:04,2021-07-30 04:54,2021-07-29T23:19:18,,206,POW,,,,,,,,,,Alaska,0.326481481,0.368148148,0.232893519,0.01025463,14.76666667,12.8,17.2,92.22222222,84,97,0,0.077160494,230.3520354,Meteostat,,,,,,254,210,75,,48.88809967,MYCA,0,0,0,206
